25,406,100,1,1,1,0,0.8,WallnutTropic,0,-,,,Cab2_FrontBlend_Sketch
26,414,100,2,1,1,0,0.8,WallnutTropic,0,-,,,LivCab3_FrontBlend_Sketch
27,464,425,10,0,1,0,0.8,WallnutTropic,0,-,,,LivCab6_Shelf1_Sketch
28,464,426,2,0,1,0,0.8,WallnutTropic,0,-,,,LivCab6_WholeBlend_Sketch
29,518,116,8,1,1,0,0.8,WallnutTropic,0,-,,,Cab4_Drawer1_Front_Sketch
30,518,125,6,1,1,0,0.8,WallnutTropic,0,-,,,LivCab4_Drawer1_Front_Sketch
31,537,129,8,1,1,0,0.8,WallnutTropic,0,-,,,Cab4_Drawer1_LeftSide_Sketch
32,564,100,5,1,1,0,0.8,WallnutTropic,0,-,,,Oven_FrontBlend_Sketch
33,564,248,2,0,1,0,0.8,WallnutTropic,0,-,,,Cab3Up_Shelf1_Sketch
34,564,249,1,0,1,0,0.8,WallnutTropic,0,-,,,Cab3Up_WholeBlend_Sketch
35,564,295,1,0,1,0,0.8,WallnutTropic,0,-,,,OvenUp_Shelf1_Sketch
36,564,296,1,0,1,0,0.8,WallnutTropic,0,-,,,OvenUp_WholeBlend_Sketch
37,564,525,1,0,1,0,0.8,WallnutTropic,0,-,,,OvenShelf1_Sketch
38,572,138,6,1,1,0,0.8,WallnutTropic,0,-,,,LivCab4_Drawer1_LeftSide_Sketch
39,582,576,6,0,1,0,0.8,WallnutTropic,0,-,,,LivCab3_LeftSide_Sketch
40,600,100,2,1,1,0,0.8,WallnutTropic,0,-,,,KitchenAddons_DishUp3_Sketch
41,672,486,1,0,1,0,0.8,WallnutTropic,0,-,,,Cab2Up_WholeBlend_Sketch
42,714,425,2,0,1,0,0.8,WallnutTropic,0,-,,,LivCab3_Up_Shelf1_Sketch
43,714,426,2,0,1,0,0.8,WallnutTropic,0,-,,,LivCab3_Up_WholeBlend_Sketch
44,734,445,1,0,1,0,0.8,WallnutTropic,0,-,,,LivCab9_Shelf1_Sketch
45,734,446,1,0,1,0,0.8,WallnutTropic,0,-,,,LivCab9_WholeBlend_Sketch
46,742,366,2,0,1,0,0.8,WallnutTropic,0,-,,,Cab3_LeftSide_Sketch
47,742,476,2,0,1,0,0.8,WallnutTropic,0,-,,,Cab1_LeftSide_Sketch
48,742,486,2,0,1,0,0.8,WallnutTropic,0,-,,,Cab2_LeftSide_Sketch
49,742,556,6,0,1,0,0.8,WallnutTropic,0,-,,,Bottles_LeftSide_Sketch
50,914,100,2,1,1,0,0.8,WallnutTropic,0,-,,,Cab5_FrontBlend_Sketch
51,914,540,1,0,1,0,0.8,WallnutTropic,0,-,,,Cab5_Shelf1_Sketch
52,964,121,4,0,1,0,0.8,WallnutTropic,0,-,,,SofaShelves_Shelf1_Sketch
53,1054,100,1,1,1,0,0.8,WallnutTropic,0,-,,,Cab3_FrontBlend_Sketch
54,1054,365,1,0,1,0,0.8,WallnutTropic,0,-,,,Cab3_Shelf1_Sketch
55,1124,295,2,0,1,0,0.8,WallnutTropic,0,-,,,Cab1Up_Shelf1_Sketch
56,1124,296,1,0,1,0,0.8,WallnutTropic,0,-,,,Cab1Up_WholeBlend_Sketch
57,1164,100,1,1,1,0,0.8,WallnutTropic,0,-,,,Cab1_FrontBlend_Sketch
58,1164,475,1,0,1,0,0.8,WallnutTropic,0,-,,,Cab1_Shelf1_Sketch
59,1500,229,2,0,1,0,0.8,WallnutTropic,0,-,,,LivingShelves_LivRoom2_Sketch
60,1500,599,1,0,1,0,0.8,WallnutTropic,0,-,,,LivingShelves_LivRoom1_Sketch
61,2082,426,4,0,1,0,0.8,WallnutTropic,0,-,,,LivCab6_LeftSide_Sketch
62,2082,576,4,0,1,0,0.8,WallnutTropic,0,-,,,LivCab1_LeftSide_Sketch
63,234,296,2,0,1,1,0.8,WallnutTropic,0,-,,,Cab0Up_LeftSide_Sketch
64,281,446,2,0,1,1,0.8,WallnutTropic,0,-,,,LivCab9_LeftSide_Sketch
65,381,426,4,0,1,1,0.8,WallnutTropic,0,-,,,LivCab3_Up_LeftSide_Sketch
66,449,209,1,0,1,1,0.8,WallnutTropic,0,-,,,VitodensDownCab_LeftBoard_Sketch
67,678,296,2,0,1,1,0.8,WallnutTropic,0,-,,,BottlesUp_LeftSide_Sketch
68,891,296,2,0,1,1,0.8,WallnutTropic,0,-,,,OvenUp_LeftSide_Sketch
69,931,249,2,0,1,1,0.8,WallnutTropic,0,-,,,Cab3Up_LeftSide_Sketch
70,931,296,2,0,1,1,0.8,WallnutTropic,0,-,,,Cab1Up_LeftSide_Sketch
71,1081,486,2,0,1,1,0.8,WallnutTropic,0,-,,,Cab2Up_LeftSide_Sketch
72,1563,139,2,0,1,1,0.8,WallnutTropic,0,-,,,SofaShelves_Left_Sketch
73,298,296,1,0,1,2,0.8,WallnutTropic,0,-,,,BottlesUp_Base_Sketch
74,498,426,2,0,1,2,0.8,WallnutTropic,0,-,,,LivCab6_Base_Sketch
75,598,249,1,0,1,2,0.8,WallnutTropic,0,-,,,Cab3Up_Base_Sketch
76,598,296,1,0,1,2,0.8,WallnutTropic,0,-,,,OvenUp_Base_Sketch
77,598,556,2,0,1,2,0.8,WallnutTropic,0,-,,,Oven_Base_Sketch
78,598,576,1,0,1,2,0.8,WallnutTropic,0,-,,,LivCab4_Base_Sketch
79,706,486,1,0,1,2,0.8,WallnutTropic,0,-,,,Cab2Up_Base_Sketch
80,748,426,2,0,1,2,0.8,WallnutTropic,0,-,,,LivCab3_Up_Base_Sketch
81,768,446,1,0,1,2,0.8,WallnutTropic,0,-,,,LivCab9_Base_Sketch
82,998,139,2,0,1,2,0.8,WallnutTropic,0,-,,,SofaShelves_Bottom_Sketch
83,1088,366,1,0,1,2,0.8,WallnutTropic,0,-,,,Cab3_Base_Sketch
84,1158,296,1,0,1,2,0.8,WallnutTropic,0,-,,,Cab1Up_Base_Sketch
85,1198,476,1,0,1,2,0.8,WallnutTropic,0,-,,,Cab1_Base_Sketch
86,100,704,1,0,1,2,2,WallnutTropic,0,-,,,VitodensDownCab_DownPlank_Sketch
87,751,195,2,0,1,2,2,WallnutTropic,0,-,,,Cab1Plank2_Sketch
88,742,558,4,0,2,0,0.8,WallnutTropic,0,-,,,Cab4_LeftSide_Sketch
89,174,600,1,0,2,0,2,WallnutTropic,0,-,,,KitchenAddons_Left1_Sketch
90,184,600,1,0,2,0,2,WallnutTropic,0,-,,,KitchenAddons_Left2_Sketch
91,121,296,1,0,2,1,0.8,WallnutTropic,0,-,,,Cab0Up_Base_Sketch
92,298,556,1,0,2,1,0.8,WallnutTropic,0,-,,,Bottles_Base_Sketch
93,440,486,1,0,2,1,0.8,WallnutTropic,0,-,,,Cab2_Base_Sketch
94,448,576,2,0,2,1,0.8,WallnutTropic,0,-,,,LivCab3_Base_Sketch
95,449,208,1,0,2,1,0.8,WallnutTropic,0,-,,,VitodensDownCab_RightBoard_Sketch
96,498,576,2,0,2,1,0.8,WallnutTropic,0,-,,,LivCab1_Base_Sketch
97,428,100,1,0,2,2,0.8,WallnutTropic,0,-,,,LivingDown_Down3_Sketch
98,548,100,1,0,2,2,0.8,WallnutTropic,0,-,,,LivingDown_Down5_Sketch
99,578,100,1,0,2,2,0.8,WallnutTropic,0,-,,,LivingDown_Down4_Sketch
100,598,558,1,0,2,2,0.8,WallnutTropic,0,-,,,Cab4_Base_Sketch
101,858,578,1,0,2,2,0.8,WallnutTropic,0,-,,,KitchenDownPlanks_Left2_Down_Sketch
102,948,230,1,0,2,2,0.8,WallnutTropic,0,-,,,ShelvesKitchenWindow_ShelvesR2_Sketch
103,948,248,1,0,2,2,0.8,WallnutTropic,0,-,,,ShelvesKitchenWindow_ShelvesR1_Sketch
104,948,428,1,0,2,2,0.8,WallnutTropic,0,-,,,ShelvesKitchenWindow_ShelvesL1_Sketch
105,948,558,1,0,2,2,0.8,WallnutTropic,0,-,,,Cab5_Base_Sketch
106,980,100,1,0,2,2,0.8,WallnutTropic,0,-,,,LivingDown_Down2_Sketch
107,1171,100,1,0,2,2,0.8,WallnutTropic,0,-,,,KitchenDownPlanks_Front1_Down_Sketch
108,2208,100,1,0,2,2,0.8,WallnutTropic,0,-,,,KitchenDownPlanks_Left1_Down_Sketch
109,2308,100,1,0,2,2,0.8,WallnutTropic,0,-,,,KitchenDownPlanks_Right1_Down_Sketch
110,2480,100,1,0,2,2,0.8,WallnutTropic,0,-,,,LivingDown_Down1_Sketch
111,133,593,1,0,2,2,2,WallnutTropic,2,L,,,OvenDoor1_Sketch
112,183,593,4,0,2,2,2,WallnutTropic,0,-,,,Cab4_Drawer1_Door_Sketch
113,246,116,1,0,2,2,2,WallnutTropic,2,L,,,Cab0Up_Door1_Sketch
114,293,762,1,0,2,2,2,WallnutTropic,0,-,,,LivCab9_Door1_Sketch
115,340,700,1,0,2,2,2,WallnutTropic,2,L,,,VitodensDownCab_Door_Sketch
116,393,743,2,0,2,2,2,WallnutTropic,0,-,,,LivCab3_Up_Door1_Sketch
117,690,292,1,0,2,2,2,WallnutTropic,2,L,,,BottlesUp_Door1_Sketch
118,751,292,1,0,2,2,2,WallnutTropic,0,-,,,Bottles_Door1_Sketch
119,751,434,1,0,2,2,2,WallnutTropic,2,L,,,Cab2_Door1_Sketch
120,751,446,1,0,2,2,2,WallnutTropic,2,L,,,Cab3Door1_Sketch
121,751,467,2,0,2,2,2,WallnutTropic,2,L,,,Cab5_Door1_Sketch
122,751,592,1,0,2,2,2,WallnutTropic,2,L,,,Sink_Door1_Sketch
123,751,593,1,0,2,2,2,WallnutTropic,2,L,,,Cab1Door1_Sketch
124,751,593,1,0,2,2,2,WallnutTropic,0,-,,,KitchenAddons_DishDoor_Sketch
125,903,593,1,0,2,2,2,WallnutTropic,3,L,,,OvenUpDoor1_Sketch
126,943,572,2,0,2,2,2,WallnutTropic,3,L,,,Cab1Up_Door1_Sketch
127,943,593,1,0,2,2,2,WallnutTropic,3,L,,,Cab3Up_Door1_Sketch
128,1093,700,1,0,2,2,2,WallnutTropic,3,L,,,Cab2Up_Door1_Sketch
129,1573,186,1,0,2,2,2,WallnutTropic,0,-,,,KitchenAddons_Left3_Sketch
130,2091,492,1,0,2,2,2,WallnutTropic,5,L,,,LivCab1_Door1_Sketch
131,2091,493,1,0,2,2,2,WallnutTropic,5,L,,,LivCab6_Door1_Sketch
